name,country,party,national_party,profile_url,mep_id,photo_url
Kateřina Konečná,Czech Republic,,Communist Party of Bohemia and Moravia,https://www.europarl.europa.eu/meps/en/23699,23699.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719413916595%2020240626%20KONECNA%20Katerina%20CZ%20008.jpg
Kathleen Funchion,Ireland,,Sinn Féin,https://www.europarl.europa.eu/meps/en/257299,257299.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kathleen%20Funchion%202015.jpg
Kathleen Van Brempt,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vooruit,https://www.europarl.europa.eu/meps/en/5729,5729.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kathleen%20van%20Brempt.jpg
Katri Kulmuni,Finland,Renew Europe Group,Centre Party,https://www.europarl.europa.eu/meps/en/198084,198084.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721060076749%2020240715%20KULMUNI%20Katri-Briitta-Ilona%20FI%20011.jpg
Katrin Langensiepen,Germany,Group of the Greens/European Free Alliance,Alliance '90/The Greens,https://www.europarl.europa.eu/meps/en/197461,197461.0,http://commons.wikimedia.org/wiki/Special:FilePath/Katrin%20Langensiepen%2C%20Sozialpolitische%20Sprecherin%20der%20Fraktion%20B%C3%BCndnis%2090%20Die%20Gr%C3%BCnen%20im%20Rat%20der%20Landeshauptstadt%20Hannover.jpg
Kim van Sparrentak,Kingdom of the Netherlands,Group of the Greens/European Free Alliance,GroenLinks,https://www.europarl.europa.eu/meps/en/197870,197870.0,http://commons.wikimedia.org/wiki/Special:FilePath/WikiconNL%202022%20%2852509735782%29%20%28cropped%29.jpg
Kinga Gál,Hungary,Patriots for Europe Group,Fidesz,https://www.europarl.europa.eu/meps/en/28150,28150.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kinga%20G%C3%A1l%2C%20EPP%20Congress%20Madrid%20-%2021%20October%202015.jpg
Kinga Kollár,Hungary,Group of the European People's Party (Christian Democrats),Respect and Freedom Party,https://www.europarl.europa.eu/meps/en/256861,256861.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kollar%20Kinga.jpg
Kira Marie Peter-Hansen,Kingdom of Denmark,Group of the Greens/European Free Alliance,Green Left,https://www.europarl.europa.eu/meps/en/197573,197573.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kira%20Marie%20Peter-Hansen%20by%20William%20Vest-Lillesoe%20%28James%20Tamim%20crop%29.jpg
Klára Dobrev,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Democratic Coalition,https://www.europarl.europa.eu/meps/en/197579,197579.0,http://commons.wikimedia.org/wiki/Special:FilePath/Klara.dobrev.2021.jpg
Klára Dostálová,Czech Republic,,ANO 2011,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718282852630%2020240611%20DOSTALOVA%20Klara%20CZ%20005.jpg
Konstantinos Papadakis,Greece,,Communist Party of Greece,,,http://commons.wikimedia.org/wiki/Special:FilePath/1719323469891%2020240625%20PAPADAKIS%20Konstantinos%20EL%20011.jpg
Kosma Złotowski,Poland,European Conservatives and Reformists Group,Law and Justice,https://www.europarl.europa.eu/meps/en/124884,124884.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721738798539%2020240723%20EP-171120A%20PB9%20076%20%28cropped%29.jpg
Kostas Arvanitis,Greece,,SYRIZA,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718798627499%2020240618%20ARVANITIS%20Konstantinos%20EL%20007.jpg
Kostas Mavrides,Cyprus,,Democratic Party (Cyprus),,,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Costas%20Mavrides.jpg
Kris Van Dijck,Belgium,European Conservatives and Reformists Group,New Flemish Alliance,https://www.europarl.europa.eu/meps/en/256884,256884.0,http://commons.wikimedia.org/wiki/Special:FilePath/Kris%20Van%20Dijck%20-%202019.jpg
Kristian Vigenin,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party,https://www.europarl.europa.eu/meps/en/34232,34232.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718810700242%2020240619%20VIGENIN%20Kristian%20BG%20012.jpg
Kristoffer Hjort Storm,Kingdom of Denmark,,Denmark Democrats - Inger Støjberg,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718282771483%2020240612%20STORM%20Kristoffer%20DK%20008.jpg
Krzysztof Brejza,Poland,Group of the European People's Party (Christian Democrats),Civic Platform,https://www.europarl.europa.eu/meps/en/251324,251324.0,http://commons.wikimedia.org/wiki/Special:FilePath/Krzysztof%20Brejza%20Sejm%20grudzie%C5%84%202015.jpg
Krzysztof Hetman,Poland,Group of the European People's Party (Christian Democrats),Polish People's Party,https://www.europarl.europa.eu/meps/en/124895,124895.0,http://commons.wikimedia.org/wiki/Special:FilePath/Min.%20Krzysztof%20Hetman%20%28cropped%29.png
Krzysztof Śmiszek,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,New Left,https://www.europarl.europa.eu/meps/en/257085,257085.0,http://commons.wikimedia.org/wiki/Special:FilePath/Krzysztof%20%C5%9Amiszek%20Sejm%202019.jpg
Lara Magoni,Italy,European Conservatives and Reformists Group,Brothers of Italy,https://www.europarl.europa.eu/meps/en/257149,257149.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lara%20Magoni%201721725108623%2020240723%20EP-171127A%20DLL%20007%20%28cropped%29.jpg
Lara Wolters,Kingdom of the Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party,https://www.europarl.europa.eu/meps/en/5392,5392.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lara%20Wolters%20-%202020%20%2849638711608%29.jpg
Laura Ballarín Cereza,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/247735,247735.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718718660151%2020230914%20BALLARIN%20Laura%20ES%200007.jpg
Laurence Farreng,France,Renew Europe Group,Democratic Movement,https://www.europarl.europa.eu/meps/en/197589,197589.0,http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Farreng%2C%2030-03-2019.jpg
Laurence Trochu,France,European Conservatives and Reformists Group,Identity–Freedoms,https://www.europarl.europa.eu/meps/en/256925,256925.0,http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Trochu%2C%20d%C3%A9cembre%202021%20%2852104562645%29.jpg
Laurent Castillo,France,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/256921,256921.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282581738%2020240611%20CASTILLO%20Laurent%20FR%20007.jpg
Lefteris Nikolaou-Alavanos,Greece,,Communist Party of Greece,https://www.europarl.europa.eu/meps/en/197734,197734.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798677927%2020240618%20NIKOLAOU%20ALVANOS%20Lefteris%20EL%20005.jpg
Leire Pajín,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Spanish Socialist Workers' Party,https://www.europarl.europa.eu/meps/en/256993,256993.0,http://commons.wikimedia.org/wiki/Special:FilePath/Leire%20Paj%C3%ADn%202017.jpg
Lena Düpont,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/99945,99945.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718294647616%2020240613%20DUPONT%20Lena%20DE%20006.jpg
Lena Schilling,Austria,Group of the Greens/European Free Alliance,,https://www.europarl.europa.eu/meps/en/256833,256833.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lena%20Schilling%20-%20Buchmesse%20Wien%202022%20%28b%29.JPG
Leoluca Orlando,Italy,Group of the Greens/European Free Alliance,Democracy Is Freedom – The Daisy,https://www.europarl.europa.eu/meps/en/2152,2152.0,http://commons.wikimedia.org/wiki/Special:FilePath/Leoluca%20Orlando%2C%202019%20a.jpg
Letizia Moratti,Italy,Group of the European People's Party (Christian Democrats),The People of Freedom,https://www.europarl.europa.eu/meps/en/257151,257151.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Letizia%20Maria%20Brichetto%20Arnaboldi.jpg
Leïla Chaibi,France,The Left group in the European Parliament - GUE/NGL,La France insoumise,,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Le%C3%AFla%20Chaibi%20en%202020.jpg
Li Andersson,Finland,,Left Alliance,https://www.europarl.europa.eu/meps/en/256805,256805.0,http://commons.wikimedia.org/wiki/Special:FilePath/Li%20Andersson%20%28Li%20Andersson1%29.jpg
Liesbet Sommen,Belgium,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/256889,256889.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798497924%2020240618%20SOMMEN%20Liesbet%20BE%20002.jpg
Lina Gálvez Muñoz,Spain,,Spanish Socialist Workers' Party,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lina%20G%C3%A1lvez%20Mu%C3%B1oz%202018%20%28cropped%29.jpg
Loránt Vincze,Romania,Group of the European People's Party (Christian Democrats),Democratic Union of Hungarians in Romania,https://www.europarl.europa.eu/meps/en/98582,98582.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lor%C3%A1nt%20Vincze%201721744789508%2020240723%20EP-171134A%20J1%20383%20%28cropped%29.jpg
Loukas Fourlas,Cyprus,,Democratic Rally,,,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Loukas%20Fourlas.jpg
Luboš Blaha,Slovakia,,Direction – Social Democracy,,,http://commons.wikimedia.org/wiki/Special:FilePath/1721116438621%2020240716%20BLAHA%20Lubos%20SK%20005.jpg
Lucia Annunziata,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/257123,257123.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lucia%20Annunziata-edit.jpg
Lucia Yar,Slovakia,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/257011,257011.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718870147928%2020240619%20YAR%20Lucia%20SK%20007.jpg
Luděk Niedermayer,Czech Republic,Group of the European People's Party (Christian Democrats),TOP 09,https://www.europarl.europa.eu/meps/en/124701,124701.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720621106821%2020240710%20NIEDERMAYER%20Ludek%20CZ%20007.jpg
Luis Lazarus,Group of the European Conservatives and Reformists,,S.O.S. Romania Party,https://www.europarl.europa.eu/meps/en/257118/LUIS-VICENTIU_LAZARUS/home,257118.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718870277777%2020240619%20LAZARUS%20Luis%20Vicentiu%20RO%20009.jpg
Lukas Mandl,Austria,Group of the European People's Party (Christian Democrats),Austrian People's Party,https://www.europarl.europa.eu/meps/en/190713,190713.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718294449520%2020240613%20MANDL%20Lukas%20AT%20005.jpg
Lukas Sieper,Germany,,Party of Progress,https://www.europarl.europa.eu/meps/en/256971,256971.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718704849871%2020240617%20SIEPER%20Lukas%20DE%20011.jpg
Luke 'Ming' Flanagan,Ireland,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Luke%20%27Ming%27%20Flanagan%20Strokestown%202011.png
Lynn Boylan,Ireland,,Sinn Féin,https://www.europarl.europa.eu/meps/en/124984,124984.0,http://commons.wikimedia.org/wiki/Special:FilePath/Lynn%20Boylan%20%28Lynn%20N%C3%AD%20Bhaoigheallain%29.jpg
Lídia Pereira,Portugal,Group of the European People's Party (Christian Democrats),Social Democratic Party,https://www.europarl.europa.eu/meps/en/197738,197738.0,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%ADdia%20Pereira%20at%20EPP%20Political%20Assembly%2C%204%20February%202019%20%2833108891538%29.jpg
Maciej Wąsik,Poland,European Conservatives and Reformists Group,Law and Justice,https://www.europarl.europa.eu/meps/en/257052,257052.0,http://commons.wikimedia.org/wiki/Special:FilePath/Maciej%20W%C4%85sik.png
Magdalena Adamowicz,Poland,Group of the European People's Party (Christian Democrats),Civic Platform,https://www.europarl.europa.eu/meps/en/197490,197490.0,http://commons.wikimedia.org/wiki/Special:FilePath/Magdalena%20Adamowicz%20MEP%20%282024%29.jpg
Majdouline Sbaï,France,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718282655426%2020240612%20SBAI%20Majdouline%20FR%20010.jpg
Malik Azmani,Kingdom of the Netherlands,Renew Europe Group,People's Party for Freedom and Democracy,https://www.europarl.europa.eu/meps/en/197781,197781.0,http://commons.wikimedia.org/wiki/Special:FilePath/Debate%20MEPs%20call%20for%20measures%20against%20Turkey%20following%20military%20operation%20in%20Syria%20%2848947581248%29.jpg
Malika Sorel,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/256871,256871.0,http://commons.wikimedia.org/wiki/Special:FilePath/Malika%20Sorel%20%C3%A0%20Saint-Avold%20le%202024-05-07.jpg
Manfred Weber,Germany,Group of the European People's Party (Christian Democrats),Christian Social Union of Bavaria,https://www.europarl.europa.eu/meps/en/28229,28229.0,http://commons.wikimedia.org/wiki/Special:FilePath/Manfred%20Weber%20MEP%20%282024%29.jpg
Manolis Kefalogiannis,Greece,,New Democracy,,,http://commons.wikimedia.org/wiki/Special:FilePath/1652013475271%2020190926%20EP-092234A%20WME%20416.jpg
Manon Aubry,France,,La France insoumise,https://www.europarl.europa.eu/meps/en/197533,197533.0,http://commons.wikimedia.org/wiki/Special:FilePath/Strasbourg%20Plenary%20November%202019%20F70A6111%20%2849132216742%29%20%28cropped%29.jpg
Manuela Ripa,Germany,Group of the European People's Party (Christian Democrats),Ecological Democratic Party,https://www.europarl.europa.eu/meps/en/206158,206158.0,http://commons.wikimedia.org/wiki/Special:FilePath/Manuela%20Ripa%20Pressebild%203.jpg
Maravillas Abadía Jover,Spain,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257043,257043.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718718547950%2020240617%20ABADIA%20JOVER%20Maravillas%20ES%20005.jpg
Marc Angel,Luxembourg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Luxembourg Socialist Workers' Party,https://www.europarl.europa.eu/meps/en/202073,202073.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Angel%20January%202023.jpg
Marc Botenga,Belgium,,Workers' Party of Belgium,https://www.europarl.europa.eu/meps/en/187917,187917.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Botenga%20voor%20Europees%20Parlement%20in%20Straatsburg.jpg
Marc Jongen,Germany,Europe of Sovereign Nations Group,Alternative for Germany,https://www.europarl.europa.eu/meps/en/256942,256942.0,http://commons.wikimedia.org/wiki/Special:FilePath/2015-01-17%203775%20Marc%20Jongen%20%28Landesparteitag%20AfD%20Baden-W%C3%BCrttemberg%29.jpg
Marcin Sypniewski,Poland,Europe of Sovereign Nations Group,Congress of the New Right,https://www.europarl.europa.eu/meps/en/257070,257070.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marcin%20Sypniewski%20MEP%20%282024%29.jpg
Marco Falcone,Italy,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257137,257137.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Marco%20Falcone.jpg
Marco Squarta,Italy,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257109,257109.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Marco%20Squarta.jpg
Marco Tarquinio,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/257160,257160.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Marco%20Tarquinio.jpg
Marcos Ros Sempere,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Spanish Socialist Workers' Party,https://www.europarl.europa.eu/meps/en/204413,204413.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20Ros%20Sempere.jpg
Margarita de la Pisa Carrión,Spain,Patriots for Europe Group,Vox,https://www.europarl.europa.eu/meps/en/204414,204414.0,http://commons.wikimedia.org/wiki/Special:FilePath/Margarita%20de%20la%20Pisa%20Carri%C3%B3n%20%282021%29%20%28cropped%29.jpg
Maria Grapini,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Humanist Power Party,https://www.europarl.europa.eu/meps/en/124785,124785.0,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Grapini.jpg
Maria Guzenina,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Finland,https://www.europarl.europa.eu/meps/en/256803,256803.0,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Guzenina-Richardson%20A4.jpg
Maria Noichl,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/124836,124836.0,http://commons.wikimedia.org/wiki/Special:FilePath/2018-12-09%20Maria%20Noichl%20SPD%20Europadelegiertenkonferenz%202717.jpg
Maria Ohisalo,Finland,Group of the Greens/European Free Alliance,Green League,https://www.europarl.europa.eu/meps/en/198076,198076.0,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Ohisalo%20in%202022%20%28cropped%29.jpg
Maria Walsh,United States,Group of the European People's Party (Christian Democrats),Fine Gael,https://www.europarl.europa.eu/meps/en/197863,197863.0,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Walsh%202024%20%28cropped%29.jpg
Maria Zacharia,Greece,,Course of Freedom,https://www.europarl.europa.eu/meps/en/256955,256955.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720774812731%2020240711%20ZACHARIA%20Maria%20EL%20019.jpg
Marianne Vind,Kingdom of Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democrats,https://www.europarl.europa.eu/meps/en/199941,199941.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marianne%20Vind%201721725020378%2020240723%20EP-171127A%20DLL%20060%20%28cropped%29.jpg
Mariateresa Vivaldini,Italy,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257143,257143.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719411640344%2020240626%20VIVALDINI%20Mariateresa%20IT%20012.jpg
Marie Dauchy,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/236050,236050.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Dauchy%20%28cropped%29.png
Marie Toussaint,France,Group of the Greens/European Free Alliance,The Ecologists – Europe Écologie Les Verts,https://www.europarl.europa.eu/meps/en/97236,97236.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720621117032%2020240710%20TOUSSAINT%20Marie%20FR%20011.jpg
Marie-Agnes Strack-Zimmermann,Germany,Renew Europe Group,Free Democratic Party,https://www.europarl.europa.eu/meps/en/256926,256926.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282333935%2020240611%20STRACK%20ZIMMERMANN%20Marie%20Agnes%20DE%20005.jpg
Marie-Luce Brasier-Clain,France,Patriots for Europe Group,,https://www.europarl.europa.eu/meps/en/256878,256878.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282613105%2020240612%20BRASIER%20CLAIN%20Marie%20FR%20005.jpg
Marie-Pierre Vedrenne,France,Renew Europe Group,Renaissance,https://www.europarl.europa.eu/meps/en/197502,197502.0,http://commons.wikimedia.org/wiki/Special:FilePath/WTO%20Public%20Forum%202019%20Day%202%20-%20Marie-Pierre%20Vedrenne.jpg
Marieke Ehlers,Kingdom of the Netherlands,Patriots for Europe Group,,https://www.europarl.europa.eu/meps/en/192254,192254.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721806559795%2020240723%20EP-171118A%20PHB%20219.jpg
Marina Kaljurand,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party,https://www.europarl.europa.eu/meps/en/197491,197491.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718705208239%2020240617%20KALJURAND%20Marina%20EE%20003.jpg
Marina Mesure,France,,,https://www.europarl.europa.eu/meps/en/236053,236053.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282693909%2020240612%20MESURE%20Marina%20FR%20004.jpg
Mario Furore,Italy,,Five Star Movement,https://www.europarl.europa.eu/meps/en/197795,197795.0,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20FuroreEP.jpg
Mario Mantovani,Italy,European Conservatives and Reformists Group,The People of Freedom,https://www.europarl.europa.eu/meps/en/4395,4395.0,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20Mantovani%20datisenato%202013.jpg
Marion Maréchal,France,European Conservatives and Reformists Group,Identity–Freedoms,https://www.europarl.europa.eu/meps/en/256922,256922.0,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Marion%20Mar%C3%A9chal%2C%20avril%202022.jpg
Marion Walsmann,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/197429,197429.0,http://commons.wikimedia.org/wiki/Special:FilePath/2022-09-03%20FIL-Sommerrodel-Cup%20by%20Sandro%20Halank%E2%80%93132.jpg
Marit Maij,Kingdom of the Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party,https://www.europarl.europa.eu/meps/en/91636,91636.0,http://commons.wikimedia.org/wiki/Special:FilePath/24.%20Marit%20Maij%20%2831763201256%29.jpg
Mariusz Kamiński,Poland,European Conservatives and Reformists Group,Citizens' Movement for Democratic Action,https://www.europarl.europa.eu/meps/en/257056,257056.0,http://commons.wikimedia.org/wiki/Special:FilePath/Mariusz%20Kami%C5%84ski%20Pi%C5%84cz%C3%B3w%2020130519.jpg
Marjan Šarec,Slovenia,Renew Europe Group,Freedom Movement,https://www.europarl.europa.eu/meps/en/256815,256815.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marjan%20%C5%A0arec%20-%2052113669487%20%28cropped%29.jpg
Marko Vešligaj,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/260035,260035.0,
Markus Buchheit,Germany,Europe of Sovereign Nations Group,Alternative for Germany,https://www.europarl.europa.eu/meps/en/128483,128483.0,http://commons.wikimedia.org/wiki/Special:FilePath/Buchheit%20Wikipedia.jpg
Markus Ferber,Germany,Group of the European People's Party (Christian Democrats),Christian Social Union of Bavaria,https://www.europarl.europa.eu/meps/en/1917,1917.0,http://commons.wikimedia.org/wiki/Special:FilePath/Ferber%2C%20Markus-1305.jpg
Markéta Gregorová,Czech Republic,Group of the Greens/European Free Alliance,Czech Pirate Party,https://www.europarl.europa.eu/meps/en/197549,197549.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798538385%2020240618%20GREGOROVA%20Marketa%20CZ%20013.jpg
Marlena Maląg,Poland,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257077,257077.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marlena%20Mal%C4%85g.jpg
Marta Temido,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialist Party,https://www.europarl.europa.eu/meps/en/210480,210480.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718281763869%2020240612%20TEMIDO%20Marta%20PT%20007.jpg
Marta Wcisło,Poland,Group of the European People's Party (Christian Democrats),Civic Platform,https://www.europarl.europa.eu/meps/en/257046,257046.0,http://commons.wikimedia.org/wiki/Special:FilePath/Marta%20Wcis%C5%82o%20Sejm%202019.jpg
Martin Hojsík,Slovakia,Renew Europe Group,Progressive Slovakia,https://www.europarl.europa.eu/meps/en/197770,197770.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718294619151%2020240613%20HOJSIK%20Martin%20SK%20020.jpg
Martin Häusling,Germany,Group of the Greens/European Free Alliance,Alliance '90/The Greens,https://www.europarl.europa.eu/meps/en/96752,96752.0,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20H%C3%A4usling.jpg
Martin Schirdewan,Germany,,,https://www.europarl.europa.eu/meps/en/190517,190517.0,http://commons.wikimedia.org/wiki/Special:FilePath/2023-05-14%20Wahlabend%20Bremen%20by%20Sandro%20Halank%E2%80%93036.jpg
Martin Sonneborn,Germany,,Die PARTEI,https://www.europarl.europa.eu/meps/en/124834,124834.0,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Sonneborn.jpg
Martine Kemp,Luxembourg,Group of the European People's Party (Christian Democrats),Christian Social People's Party,https://www.europarl.europa.eu/meps/en/249603,249603.0,http://commons.wikimedia.org/wiki/Special:FilePath/Martine%20Kemp%20%28CSV%29%2010-2023.jpg
Mary Khan-Hohloch,Germany,,Young Alternative for Germany,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718704738470%2020240617%20KHAN%20Mary%20DE%20007.jpg
María Esther Herranz García,Spain,,People's Party,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718810508506%2020240619%20HERRANZ%20GARCIA%20Esther%20ES%20006.jpg
Massimiliano Salini,Italy,Group of the European People's Party (Christian Democrats),Forza Italia,https://www.europarl.europa.eu/meps/en/125670,125670.0,http://commons.wikimedia.org/wiki/Special:FilePath/Massimiliano%20Salini%202013.jpg
Matej Tonin,Slovenia,Group of the European People's Party (Christian Democrats),New Slovenia,https://www.europarl.europa.eu/meps/en/219652,219652.0,http://commons.wikimedia.org/wiki/Special:FilePath/Novinarska%20konferenca%20po%20sestanku%20o%20energetski%20samooskrbi%20-%2030.1.2024%20-%20Matej%20Tonin%20%28cropped%29.jpg
Mathilde Androuët,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/197691,197691.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719411427411%2020240626%20ANDROUET%20Mathilde%20FR%20011.jpg
Matjaž Nemec,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democrats,https://www.europarl.europa.eu/meps/en/233862,233862.0,http://commons.wikimedia.org/wiki/Special:FilePath/Matja%C5%BE%20Nemec%2002.jpg
Matteo Ricci,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Democratic Party,https://www.europarl.europa.eu/meps/en/257121,257121.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721724868635%2020240723%20EP-171132A%20DE1%20EG%2002%20%28cropped%29.jpg
Matthias Ecke,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/237465,237465.0,http://commons.wikimedia.org/wiki/Special:FilePath/Matthias%20Ecke%20speaking%20at%20Rechtsextremismus%20stoppen%20Demokratie%20verteidigen%20protest%20Berlin%202024-06-08%2002%20%28cropped%29.jpg
Matthieu Valet,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/256875,256875.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798707847%2020240618%20VALET%20Matthieu%20FR%20004.jpg
Małgorzata Gosiewska,Poland,European Conservatives and Reformists Group,Law and Justice,https://www.europarl.europa.eu/meps/en/257055,257055.0,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C5%82gorzata%20Gosiewska%202022.jpg
Merja Kyllönen,Finland,,Left Alliance,https://www.europarl.europa.eu/meps/en/124736,124736.0,http://commons.wikimedia.org/wiki/Special:FilePath/MerjaKyll%C3%B6nenPresidentiksi2%20cropped.jpg
Michael Bloss,Germany,Group of the Greens/European Free Alliance,Alliance '90/The Greens,https://www.europarl.europa.eu/meps/en/197449,197449.0,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Bloss.jpg
